1,-3.1878,55.9444,10,-3.1875045576740964,55.944452094453304,null
2,-3.1875045576740964,55.944452094453304,10,-3.1872091153481925,55.944504188906606,only.fairly.rift
3,-3.1872091153481925,55.944504188906606,10,-3.1869136730222887,55.94455628335991,artist.gets.react
4,-3.1869136730222887,55.94455628335991,70,-3.186811066979291,55.94483819114615,null
5,-3.186811066979291,55.94483819114615,320,-3.1865812536463554,55.94464535486324,null
6,-3.1865812536463554,55.94464535486324,80,-3.1865291591930553,55.94494079718915,null
7,-3.1865291591930553,55.94494079718915,130,-3.186721995475961,55.945170610522084,dragon.bottle.crisp
8,-3.186721995475961,55.945170610522084,50,-3.1865291591930553,55.94540042385502,null
9,-3.1865291591930553,55.94540042385502,60,-3.1863791591930553,55.945660231476154,posts.kicked.universally
10,-3.1863791591930553,55.945660231476154,10,-3.1860837168671514,55.945712325929456,null
11,-3.1860837168671514,55.945712325929456,10,-3.1857882745412476,55.94576442038276,shed.desire.muddy
12,-3.1857882745412476,55.94576442038276,290,-3.18568566849825,55.94548251259652,null
13,-3.18568566849825,55.94548251259652,300,-3.18553566849825,55.945222704975386,null
14,-3.18553566849825,55.945222704975386,290,-3.1854330624552523,55.94494079718915,null
15,-3.1854330624552523,55.94494079718915,300,-3.185283062455252,55.94468098956801,acid.chair.butter
16,-3.185283062455252,55.94468098956801,20,-3.1850011546690165,55.944783595611014,null
17,-3.1850011546690165,55.944783595611014,20,-3.1847192468827807,55.944886201654015,null
18,-3.1847192468827807,55.944886201654015,10,-3.184423804556877,55.94493829610732,sports.topic.clocks
19,-3.184423804556877,55.94493829610732,240,-3.184573804556877,55.94467848848618,null
20,-3.184573804556877,55.94467848848618,240,-3.184723804556877,55.94441868086505,null
21,-3.184723804556877,55.94441868086505,240,-3.184873804556877,55.944158873243914,null
22,-3.184873804556877,55.944158873243914,240,-3.1850238045568773,55.94389906562278,null
23,-3.1850238045568773,55.94389906562278,240,-3.1851738045568774,55.943639258001646,hello.love.keys
24,-3.1851738045568774,55.943639258001646,240,-3.1853238045568775,55.94337945038051,null
25,-3.1853238045568775,55.94337945038051,240,-3.1854738045568776,55.94311964275938,null
26,-3.1854738045568776,55.94311964275938,250,-3.185576410599875,55.94283773497314,dent.shins.cycle
27,-3.185576410599875,55.94283773497314,180,-3.1858764105998754,55.94283773497314,null
28,-3.1858764105998754,55.94283773497314,190,-3.186171852925779,55.94278564051984,under.retire.bump
29,-3.186171852925779,55.94278564051984,90,-3.186171852925779,55.94308564051984,null
30,-3.186171852925779,55.94308564051984,90,-3.186171852925779,55.94338564051984,null
31,-3.186171852925779,55.94338564051984,90,-3.186171852925779,55.943685640519845,null
32,-3.186171852925779,55.943685640519845,80,-3.186119758472479,55.94398108284575,null
33,-3.186119758472479,55.94398108284575,90,-3.186119758472479,55.944281082845755,organs.shape.fantastic
34,-3.186119758472479,55.944281082845755,220,-3.186349571805415,55.94408824656285,null
35,-3.186349571805415,55.94408824656285,190,-3.1866450141313187,55.94403615210955,null
36,-3.1866450141313187,55.94403615210955,190,-3.1869404564572226,55.943984057656245,null
37,-3.1869404564572226,55.943984057656245,190,-3.1872358987831264,55.94393196320294,null
38,-3.1872358987831264,55.94393196320294,190,-3.1875313411090302,55.94387986874964,begins.spider.drips
39,-3.1875313411090302,55.94387986874964,240,-3.1876813411090303,55.943620061128506,null
40,-3.1876813411090303,55.943620061128506,250,-3.187783947152028,55.94333815334227,gums.clock.modes
41,-3.187783947152028,55.94333815334227,190,-3.188079389477932,55.943286058888965,null
